to_chuc_xhtn,ngay_cong_bo,ngay_cong_bo_dt,to_chuc_phat_hanh,thang_diem,loai_hinh_chuan,linh_vuc,loai_xhtn_chuan,hanh_dong_chuan,bac_xhtn_chuan,bac_thu_tu,trien_vong_chuan,da_het_hieu_luc,theo_doi_ngan_han,bao_mat,phi_tren_5pc,ghi_chu_bac,ma_trai_phieu,ky_han,loai_rating_goc,bao_cao_vi,bao_cao_en,bao_cao_chi_tiet,link_to_chuc_phat_hanh,issuer_id,loai_hinh_goc,loai_y_kien_goc,trang_thai_goc,bac_xhtn_goc,trien_vong_goc,thoi_gian_scrape,file_nguon
S&I Ratings,24/03/2026,2026-03-24,Công ty TNHH Xây dựng Dân dụng Phú Quốc,Quốc gia,Doanh nghiệp,Bất động sản,Công cụ nợ,Lần đầu,A,6.0,Ổn định,False,False,False,False,,,,,https://sni-rating.s3.ap-southeast-1.amazonaws.com/wp-content/uploads/2026/03/26162151/PCC-Bond-Public.pdf,,,https://sniratings.com.vn/?rating=cong-ty-tnhh-xay-dung-dan-dung-phu-quoc-2,5456.0,Doanh nghiệp,Công cụ nợ,Lần đầu,A,Ổn định,2026-09-20 08:47:55,sniratings_xhtn_20260920.csv
S&I Ratings,24/03/2026,2026-03-24,Công ty TNHH Xây dựng Dân dụng Phú Quốc,Quốc gia,Doanh nghiệp,Bất động sản,Tổ chức phát hành,Lần đầu,BB+,11.0,Ổn định,False,False,False,False,,,,,https://sni-rating.s3.ap-southeast-1.amazonaws.com/wp-content/uploads/2026/03/26161837/PCC-Corporate-Public.pdf,,,https://sniratings.com.vn/?rating=cong-ty-tnhh-xay-dung-dan-dung-phu-quoc,5454.0,Doanh nghiệp,Tổ chức phát hành,Lần đầu,BB+,Ổn định,2026-09-20 08:47:55,sniratings_xhtn_20260920.csv
Saigon Ratings,18/03/2026,2026-03-18,Công ty Cổ phần Thời đại mới T&T,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB+,11.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-tnt-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,18/03/2026,2026-03-18,Công ty Cổ phần Tư Vấn và Kinh Doanh Bất động sản TCO,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB-,13.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-tco-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,17/03/2026,2026-03-17,Công ty TNHH Hưng Phát Invest Hà Nội,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB+,11.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-hung-phat-invest-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,16/03/2026,2026-03-16,Ngân hàng Thương mại Cổ phần Nam Á,Quốc gia,,Ngân hàng,Tổ chức phát hành,Cập nhật,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-naa-a-id3362.html,3362.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,16/03/2026,2026-03-16,Công ty TNHH Đầu tư và Phát triển Đô thị Tiên Du,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-tien_du-2026/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,13/03/2026,2026-03-13,Công ty TNHH Đầu tư Marina Center,Quốc gia,,Cho thuê Bất động sản,Tổ chức phát hành,Giám sát,BBB+,8.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-marina_center_2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,13/03/2026,2026-03-13,Công ty Cổ phần Chứng khoán LPS,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202603-lpbs-bao-cao-xhtn-pdf.109.html,https://visrating.com/rating-results/report/202603-lpbs-rating-announcement-pdf.109.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-lps.42.html,42.0,Định chế tài chính,Doanh nghiệp,Xếp hạng lần đầu,A-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
Saigon Ratings,10/03/2026,2026-03-10,Công Ty Cổ phần Hàng Không VIETJET (VIETJET AIR),Quốc gia,,Hàng không,Tổ chức phát hành,Giám sát,BBB,9.0,Ổn định,False,False,False,False,,,,,,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,09/03/2026,2026-03-09,Ngân hàng Thương mại Cổ phần Á Châu,Quốc gia,,Ngân hàng,Tổ chức phát hành,Cập nhật,AA+,2.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-a-chaa-id2739.html,2739.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,AA+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Fitch Ratings,25/02/2026,2026-02-25,Nam A Commercial Joint Stock Bank,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,B+,14.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/nam-a-commercial-joint-stock-bank-97709010,97709010.0,,Tổ chức phát hành,Affirmed,B+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Fitch Ratings,25/02/2026,2026-02-25,Vietnam Asia Commercial Joint Stock Bank,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,B+,14.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/vietnam-asia-commercial-joint-stock-bank-97756842,97756842.0,,Tổ chức phát hành,Affirmed,B+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Saigon Ratings,25/02/2026,2026-02-25,Công ty Cổ phần Thương mại Xuất nhập khẩu Tam Tài Lộc,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB-,13.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-tam_tam_loc-2026/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,25/02/2026,2026-02-25,Công ty Cổ phần Đầu Tư và Phát triển Bất động sản Minh An,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB+,11.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-minh_an-2026/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Fitch Ratings,24/02/2026,2026-02-24,Bac A Commercial Joint Stock Bank,Quốc tế,,,Tổ chức phát hành,Giám sát,B+,14.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/bac-a-commercial-joint-stock-bank-97790123,97790123.0,,Tổ chức phát hành,Review - No Action,B+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Fitch Ratings,24/02/2026,2026-02-24,Vietnam Thuong Tin Commercial Joint Stock Bank,Quốc tế,,,Tổ chức phát hành,Giám sát,B+,14.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/vietnam-thuong-tin-commercial-joint-stock-bank-97781512,97781512.0,,Tổ chức phát hành,Review - No Action,B+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Saigon Ratings,15/02/2026,2026-02-15,Công ty Cổ phần Sản xuất và Kinh doanh VinFast,Quốc gia,,Sản xuất ôtô,Tổ chức phát hành,Giám sát,BB+,11.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-vinfast-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Fitch Ratings,13/02/2026,2026-02-13,National Power Transmission Corporation,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,BB+,11.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/national-power-transmission-corporation-96745181,96745181.0,,Tổ chức phát hành,Affirmed,BB+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Fitch Ratings,13/02/2026,2026-02-13,PetroVietnam Gas Joint Stock Corporation,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,BB+,11.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/petrovietnam-gas-joint-stock-corporation-97455191,97455191.0,,Tổ chức phát hành,Affirmed,BB+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Saigon Ratings,12/02/2026,2026-02-12,Công ty Cổ phần Đầu tư Thành Thành Công (TTCI),Quốc gia,,Tổng công ty đầu tư,Tổ chức phát hành,Giám sát,A+,5.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-ttci-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,11/02/2026,2026-02-11,Công ty TNHH Đầu tư và Phát triển BĐS Trường Minh,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB,12.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/kqgsxh6t-truong_minh-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,10/02/2026,2026-02-10,Công ty Cổ phần May - Diêm Sài Gòn,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/kqgsxh6t-may_diem-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,09/02/2026,2026-02-09,Công ty TNHH Allgreen-Vượng Thành-Trùng Dương,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,,,,False,False,True,False,,,,,https://saigonratings.com/gsxh6t-avt-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Fitch Ratings,06/02/2026,2026-02-06,Vietnam National Industry - Energy Group,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,BB+,11.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/vietnam-oil-gas-group-96764711,96764711.0,,Tổ chức phát hành,Affirmed,BB+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Saigon Ratings,04/02/2026,2026-02-04,Công Ty Xây Dựng Và Kinh Doanh Cơ Sở Hạ Tầng Khu Công Nghiệp Hà Nội - Đài Tư,Quốc gia,,Cho thuê Bất động sản,Tổ chức phát hành,Giám sát,BBB-,10.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/gsxh6t-dai-tu-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,02/02/2026,2026-02-02,Công ty Cổ phần Điện Gia Lai,Quốc gia,,Điện,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-dien-gia-lai-id2964.html,2964.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,31/01/2026,2026-01-31,Công ty Cổ phần Chứng khoán Rồng Việt (VDS),Quốc gia,,Chứng khoán,Tổ chức phát hành,Giám sát,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxhtn-vds-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,30/01/2026,2026-01-30,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Giám sát,A,6.0,Ổn định,False,False,False,False,,,Dài hạn,,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tap-doan-dau-tu-va-phat-trien-cong-nghiep-becamex-ctcp.19.html,19.0,Doanh nghiệp,Doanh nghiệp,Giám sát theo dõi,A,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,26/01/2026,2026-01-26,Công ty Cổ phần Chứng khoán DSC,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-dsc-id2648.html,2648.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BBB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,22/01/2026,2026-01-22,Công ty TNHH Đầu tư & Phát triển Bất động sản Hải Đăng,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB+,11.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-hai-dang-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,21/01/2026,2026-01-21,Công ty Cổ Phần Nhựa Hoa Sen,Quốc gia,,Nhựa,Tổ chức phát hành,Lần đầu,BBB+,8.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-nhua-hoa-sen-id1057.html,1057.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BBB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,20/01/2026,2026-01-20,Công ty Cổ phần Xây dựng và Năng lượng VCP,Quốc gia,,Điện,Công cụ nợ,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,VCP12501,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-xay-dung-va-nang-luong-vcp-id3865.html,3865.0,,XHTN Công cụ nợ,XHTN Lần đầu,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,15/01/2026,2026-01-15,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Quốc gia,,Ngân hàng,Tổ chức phát hành,Cập nhật,A+,5.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-qaoc-te-viet-naa-id4062.html,4062.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,14/01/2026,2026-01-14,Công ty Cổ phần Mua bán nợ và Quản lý tài sản HDBank,Quốc gia,,Dịch vụ mua bán nợ,Tổ chức phát hành,Giám sát,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/giam-sat-xep-hang-ctcp-mua-ban-no-va-quan-ly-tai-san-hdbank-nam-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,10/01/2026,2026-01-10,Công ty Cổ phần Vinhomes,Quốc gia,,Bất động sản,Công cụ nợ,Lần đầu,A,6.0,Ổn định,False,False,False,False,,VHM12503,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-vinhoaes-id3439.html,3439.0,,XHTN Công cụ nợ,XHTN Lần đầu,A,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,10/01/2026,2026-01-10,Công ty Cổ phần Đầu tư Tiền Phong Thái Bình,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB,12.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/gsxh6t-tien-phong-thai-binh-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,07/01/2026,2026-01-07,Ngân hàng TMCP Việt Á,Quốc gia,Định chế tài chính,,Công cụ nợ,Kết thúc,WR,,,True,False,False,False,Đã rút xếp hạng,VABLH2431002,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-vab-tp-ket-thuc-xh-07012026-pdf.107.html,https://visrating.com/rating-results/report/visrating-vab-bond-withdrawal-07012026-pdf.107.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12.0,Định chế tài chính,Công cụ nợ,Kết thúc,WR,,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,06/01/2026,2026-01-06,Công ty Cổ phần Tập đoàn Gelex,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Thay đổi triển vọng,A,6.0,Tích cực,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20260106_gex_rating-announcement_vn-pdf.131.html,https://visrating.com/rating-results/report/20260106_gex_rating-announcement_en-pdf.131.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-gelex.7.html,7.0,Doanh nghiệp,Doanh nghiệp,Thay đổi triển vọng,A,Tích cực,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,31/12/2025,2025-12-31,Công ty Cổ phần Chứng khoán Kỹ Thương,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,AA-,4.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-ky-thuong-id3843.html,3843.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,AA-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,31/12/2025,2025-12-31,Công Ty Cổ phần Địa Ốc Phú Long,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,,,,False,False,True,False,,,,,https://saigonratings.com/gsxhtn-phu_long-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,31/12/2025,2025-12-31,Công ty Cổ phần Đầu tư Hà Phú Riverland,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,,,,False,False,True,False,,,,,https://saigonratings.com/xhtn-ha-phu-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,31/12/2025,2025-12-31,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM (CII),Quốc gia,,Hạ tầng kỹ thuật,Công cụ nợ,Lần đầu,AA-,4.0,Ổn định,False,False,False,False,,CII12504,,,https://saigonratings.com/xhtn-tp-cii12504-2025/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnAA-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,31/12/2025,2025-12-31,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM (CII),Quốc gia,,Hạ tầng kỹ thuật,Công cụ nợ,Lần đầu,A+,5.0,Ổn định,False,False,False,False,,CII12503,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-lan-dau-trai-phieu-cii12503/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,31/12/2025,2025-12-31,Công ty Cổ phần Đầu tư Phong Phú,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,,,,False,False,True,False,,,,,https://saigonratings.com/xhtn-phong-phu-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,31/12/2025,2025-12-31,Công ty Cổ phần Chứng khoán AIS,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Giám sát,A-,7.0,Ổn định,False,False,False,False,,,Dài hạn,,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-ais.18.html,18.0,Định chế tài chính,Doanh nghiệp,Giám sát theo dõi,A-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,30/12/2025,2025-12-30,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Quốc gia,,Bất động sản,Tổ chức phát hành,Cập nhật,BBB-,10.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/tong-cong-ty-co-phan-daa-tu-phat-trien-xay-dung-id2623.html,2623.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,25/12/2025,2025-12-25,Công ty Cổ Phần Dược Aikya,Quốc gia,,Dược phẩm và Y tế,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-duoc-aikya-id6760.html,6760.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BBB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,25/12/2025,2025-12-25,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM (CII),Quốc gia,,Hạ tầng kỹ thuật,Công cụ nợ,Giám sát,A+,5.0,Ổn định,True,False,False,False,,CII425001,,,https://saigonratings.com/gsxh6t-tp-cii-2025/,,,,,,Công cụ nợ,Giám sát Xếp hạng (hết hạn),vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
