ngay_cong_bo,to_chuc_phat_hanh,linh_vuc,loai_hinh,trang_thai_xep_hang,loai_y_kien,ky_han,ket_qua_xep_hang,trien_vong,ma_trai_phieu,bao_cao_vi,bao_cao_en,link_to_chuc_phat_hanh,issuer_id,bao_mat,phi_tren_5pc,to_chuc_xhtn,thoi_gian_scrape,ngay_cong_bo_dt
25/09/2026,Công ty Cổ phần Thành Thành Công - Biên Hòa (SBT),Sản xuất đường,,Giám sát Xếp hạng,Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-ctcp-thanh-thanh-cong-bien-hoa-sbt-nam-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-25
24/09/2026,Công ty TNHH Xây dựng Hạ tầng Crystal,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnBB+,Ổn định,CICL12602,https://saigonratings.com/xhtp-cicl12602-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-24
24/09/2026,Công ty TNHH Dịch vụ Vận tải Sinh thái VINBUS,Vận tải,,Xếp hạng lần đầu,Tổ chức phát hành,,vnA-,Ổn định,,https://saigonratings.com/xhtn-vinbus-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-24
23/09/2026,Công ty Cổ phần Đầu tư Địa ốc Đại Quang Minh,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnA+,Ổn định,DQML12602,https://saigonratings.com/xhtp-dqml12602-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-23
23/09/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHML12618,https://saigonratings.com/xhtp-vhml12618-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-23
23/09/2026,Công ty Cổ phần Đầu tư Phong Phú,Phát triển Bất động sản,,Kết thúc Xếp hạng,Tổ chức phát hành,,,,,,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-23
23/09/2026,Công ty Cổ phần Đầu tư Hà Phú Riverland,Phát triển Bất động sản,,Kết thúc Xếp hạng,Tổ chức phát hành,,,,,,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-23
21/09/2026,Công ty Cổ phần Tư Vấn và Kinh Doanh Bất động sản TCO,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB-,Ổn định,,https://saigonratings.com/gsxh-tco-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-21
18/09/2026,Công ty Cổ phần Thời đại mới T&T,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB+,Ổn định,,,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-18
17/09/2026,Công ty TNHH Hưng Phát Invest Hà Nội,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB+,Ổn định,,,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-17
16/09/2026,Công ty TNHH Đầu tư và Phát triển Đô thị Tiên Du,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/gsxh6t-tien_du-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-16
15/09/2026,Công ty Cổ phần Phát triển Bất động sản An Phúc,Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBB,Ổn định,,https://saigonratings.com/xhtn-an_phuc-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-15
15/09/2026,Công ty Cổ phần Phát triển Khu Công nghiệp và Đô thị Thủ Thừa,Cho thuê Bất động sản,,Kết thúc Xếp hạng,Tổ chức phát hành,,,,,https://saigonratings.com/ktxh-thu_thua/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-15
12/09/2026,Công ty Cổ phần Nông nghiệp BAF Việt Nam,Chăn nuôi,,Kết thúc Xếp hạng,Tổ chức phát hành,,,,,https://saigonratings.com/ktxh-baf-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-12
10/09/2026,Công Ty Cổ phần Hàng Không VIETJET (VIETJET AIR),Hàng không,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB,Ổn định,,,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-10
08/09/2026,Công ty Cổ phần Đầu tư và Phát triển LGP,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnA-,Ổn định,LGPL12601,https://saigonratings.com/xhtp-lgpl12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-08
03/09/2026,Công ty Cổ phần Phát triển Bất động sản Hưng Long,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA-,Ổn định,HULL12603,https://saigonratings.com/xhtp-hull12603-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-09-03
28/08/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHML12617,https://saigonratings.com/xhtp-vhml12617-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-28
27/08/2026,Công ty Cổ phần Đầu tư Địa ốc Đại Quang Minh,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnA+,Ổn định,DQML12601,https://saigonratings.com/xhtp-dqml12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-27
27/08/2026,Công ty Cổ phần Dịch vụ Cao ốc Masterise Lumiere Office,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnBB+,Ổn định,MLOL12601,https://saigonratings.com/xhtp-mlol12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-27
27/08/2026,Công ty Cổ phần Phát triển Hạ tầng và Bất động sản Thái Bảo,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnBB+,Ổn định,TBEL12601,https://saigonratings.com/xhtp-tbel12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-27
26/08/2026,Công ty Cổ phần Phát triển Bất động sản Hưng Long,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnBB,Ổn định,HULL12602,https://saigonratings.com/xhtp-hull12602-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-26
26/08/2026,Công ty Cổ phần Phát triển Hạ tầng và Bất động sản Thái Bảo,Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBB,Ổn định,,https://saigonratings.com/xhtn-thai_bao-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-26
25/08/2026,Công ty TNHH Đầu tư Kinh doanh và Phát triển Thành Quang,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnBBB-,Ổn định,TQDL12601,https://saigonratings.com/xhtntp-tqdl12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-25
24/08/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHML12616,https://saigonratings.com/xhtp-vhml12616-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-24
21/08/2026,Công ty Cổ phần Thương mại Xuất nhập khẩu Tam Tài Lộc,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB-,Ổn định,,https://saigonratings.com/gsxh6t-ttl-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-21
19/08/2026,Công ty TNHH Đầu tư và Phát triển BĐS Trường Minh,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB,Ổn định,,https://saigonratings.com/gsxh-truong_minh-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-19
18/08/2026,Công ty Cổ phần May - Diêm Sài Gòn,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/gsxh-may_diem-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-18
15/08/2026,Công ty Cổ phần Sản xuất và Kinh doanh VinFast,Sản xuất ôtô,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/gsxh-vinfast-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-15
13/08/2026,Công ty TNHH Đầu tư Marina Center,Cho thuê Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB+,Ổn định,,https://saigonratings.com/en/ket-qua-giam-sat-xep-hang-cong-ty-tnhh-dau-tu-marina-center-nam-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-13
13/08/2026,Công ty Cổ phần Đầu Tư và Phát triển Bất động sản Minh An,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB+,Ổn định,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-cong-ty-co-phan-dau-tu-va-phat-trien-bat-dong-san-minh-an-nam-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-13
09/08/2026,Công ty TNHH Allgreen-Vượng Thành-Trùng Dương,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-cong-ty-tnhh-allgreen-vuong-thanh-trung-duong-nam-2026/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-09
03/08/2026,Công ty Cổ phần Đầu tư MST,Xây dựng - Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBB+,Ổn định,,https://saigonratings.com/xhtn-mst-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-08-03
28/07/2026,Công ty TNHH Đầu tư Kinh doanh và Phát triển Thành Quang,Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-cong-ty-tnhh-dau-tu-kinh-doanh-va-phat-trien-thanh-quang/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-07-28
28/07/2026,Công ty Cổ phần Dịch vụ Cao ốc Masterise Lumiere Office,Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBB+,Ổn định,,https://saigonratings.com/xhtn-mlo-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-07-28
22/07/2026,Công ty TNHH Đầu tư & Phát triển Bất động sản Hải Đăng,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB+,Ổn định,,https://saigonratings.com/gsxh-haidang-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-07-22
16/07/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHM12615,https://saigonratings.com/xhtntp-vhm12615-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-07-16
15/07/2026,Công ty Cổ phần Đầu tư Năm Bảy Bảy,Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/xhtn-577-2026/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2026-07-15
14/07/2026,Công ty TNHH Xây dựng Hạ tầng Crystal,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnBB+,Ổn định,CIC12601,https://saigonratings.com/xhtntp-cic12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-07-14
09/07/2026,Công ty TNHH Xây dựng Hạ tầng Crystal,Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBB,Ổn định,,https://saigonratings.com/xhtn-crystal-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-07-09
08/07/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHM12614,https://saigonratings.com/xhtntp-vhm12614-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-07-08
08/07/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHM12613,https://saigonratings.com/xhtntp-vhm12613-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-07-08
30/06/2026,Công ty Cổ phần Chứng khoán Rồng Việt (VDS),Chứng khoán,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-cong-ty-co-phan-chung-khoan-rong-viet-vds/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-30
30/06/2026,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM (CII),Hạ tầng kỹ thuật,,Giám sát Xếp hạng,Công cụ nợ,,vnAA-,Ổn định,CII12504,https://saigonratings.com/gsxhtp6t-cii12504-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-30
30/06/2026,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM (CII),Hạ tầng kỹ thuật,,Giám sát Xếp hạng,Công cụ nợ,,vnA+,Ổn định,CII12503,https://saigonratings.com/gsxhtp6t-cii12503-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-30
30/06/2026,Công Ty Cổ phần Địa Ốc Phú Long,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,Bảo mật,Bảo mật,,,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-30
30/06/2026,Công ty Cổ phần Đầu tư Hà Phú Riverland,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/gsxh6t-haphu-2026/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-30
30/06/2026,Công ty Cổ phần Đầu tư Phong Phú,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/gsxh6t-phongphu-2026/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-30
29/06/2026,Công ty Cổ phần Phát triển Khu Công nghệ Thông tin Đà Nẵng,Cho thuê Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnB,Ổn định,DIT32601,https://saigonratings.com/xhtn-dit32601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-29
29/06/2026,Công ty Cổ phần Phát triển Khu Công nghệ Thông tin Đà Nẵng,Cho thuê Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnB,Ổn định,,https://saigonratings.com/xhtn-ditp-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-29
29/06/2026,Công ty Cổ phần Dịch vụ Điện tử Việt,Dịch vụ cho thuê Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/xhtn-dientuviet-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-29
29/06/2026,Công ty Cổ phần Phát triển Bất động sản Hưng Long,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnBB,Ổn định,HUL32601,https://saigonratings.com/xhtntp-hul32601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-29
29/06/2026,Công ty TNHH Parkland 53,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnBB-,Ổn định,P5332601,https://saigonratings.com/xhtntp-p5332601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-29
27/06/2026,Công ty Cổ phần Tổng Công ty Đầu tư và Quản lý Tài sản HD,Dịch vụ mua bán nợ,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/gsxh6t-hdamc-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-27
26/06/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHM12612,https://saigonratings.com/xhtntp-vhm12612-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-26
26/06/2026,Công ty TNHH Hưng Phát Invest Hà Nội,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnBB+,Ổn định,IHP32602,https://saigonratings.com/xhtntp-ihp32602-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-26
26/06/2026,Công ty TNHH Hưng Phát Invest Hà Nội,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnBB+,Ổn định,IHP12601,https://saigonratings.com/xhtntp-ihp12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-26
25/06/2026,Công ty Cổ phần Phát triển Bất động sản Hưng Long,Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBB,Ổn định,,https://saigonratings.com/xhtn-hunglong-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-25
25/06/2026,Công ty TNHH Parkland 53,Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBB-,Ổn định,,https://saigonratings.com/xhtn-parkland53-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-25
23/06/2026,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Bảo hiểm nhân thọ,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/gsxh-phl-2026/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-23
22/06/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHM12611,https://saigonratings.com/xhtntp-vhm12611-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-22
19/06/2026,Công ty Cổ phần Đô thị Du lịch Cần Giờ,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA-,Ổn định,CGT12601,https://saigonratings.com/xhtntp-cgt12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-19
19/06/2026,Công ty Cổ phần Phát triển Thành phố Xanh,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnA+,Ổn định,TPX12601,https://saigonratings.com/xhtntp-tpx12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-19
18/06/2026,Công ty TNHH Đầu tư và Phát triển Bất động sản Phát Đạt,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB+,Ổn định,,https://saigonratings.com/gsxh6t-phatdat-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-18
17/06/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHM12610,https://saigonratings.com/xhtntp-vhm12610-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-17
17/06/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHM12609,https://saigonratings.com/xhtntp-vhm12609-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-17
17/06/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHM12608,https://saigonratings.com/xhtntp-vhm12608-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-17
17/06/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHM12607,https://saigonratings.com/xhtntp-vhm12607-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-17
16/06/2026,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Dịch vụ - Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/gsxh6t-khg-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-16
12/06/2026,Công ty Cổ phần Crystal Bay Việt Nam,Dịch vụ du lịch lữ hành,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB,Ổn định,,https://saigonratings.com/gsxh-crystalbay-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-12
12/06/2026,Công ty Cổ phần Đầu tư Thành Thành Công (TTCI),Tổng công ty đầu tư,,Giám sát Xếp hạng,Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/gsxh-ttci-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-12
12/06/2026,Công ty Cổ phần Ea Súp 1,Sản xuất điện,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/xhtn-easup1-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-12
09/06/2026,Công ty Cổ phần Đầu tư Địa ốc Đại Quang Minh,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnA,Ổn định,,https://saigonratings.com/gsxh6t-dai_quang_minh-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-09
08/06/2026,Công ty TNHH Mặt trời Hòa Bình,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/gsxh6t-mat_troi_hoa_binh-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-08
08/06/2026,Công ty Cổ phần Thuận Đức,Bao bì,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB,Tích cực,,https://saigonratings.com/gsxh6t-thuan_duc-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-08
04/06/2026,Công ty Cổ phần Phát triển Thành phố Xanh,Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnA,Ổn định,,https://saigonratings.com/xhtn-thanhphoxanh-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-04
04/06/2026,Công ty Cổ phần Đô thị Du lịch Cần Giờ,Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/xhtn-cangio-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-04
02/06/2026,Công ty Cổ phần Tandoland,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnA+,Ổn định,TDR12601,https://saigonratings.com/xhtntp-tdr12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-02
01/06/2026,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnA,Ổn định,TSO12604,https://saigonratings.com/xhtntp-tso12604-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-06-01
30/05/2026,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Tổng Công ty Đầu tư,,Giám sát Xếp hạng,Tổ chức phát hành,,vnA-,Ổn định,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-cong-ty-co-phan-tap-doan-dau-tu-i-p-a-nam-2026-2/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-30
27/05/2026,Công ty Cổ phần Vinpearl,Du lịch,,Xếp hạng lần đầu,Công cụ nợ,,vnAA-,Ổn định,VPL12601,https://saigonratings.com/xhtntp-vpl12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-27
27/05/2026,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnA,Ổn định,TSO12603,https://saigonratings.com/xhtntp-tso12603-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-27
26/05/2026,Công ty Cổ phần Khu công nghiệp Thành Thành Công (TTC IZ),Cho thuê Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnA,Ổn định,,https://saigonratings.com/gsxh-ttciz-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-26
25/05/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHM12606,https://saigonratings.com/xhtntp-vhm12606-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-25
25/05/2026,Công ty Cổ phần Vinhomes,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnAA+,Ổn định,VHM12605,https://saigonratings.com/xhtntp-vhm12605-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-25
25/05/2026,Công Ty Cổ Phần Đầu Tư Và Phát Triển Newco,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB-,Ổn định,,https://saigonratings.com/gsxh6t-newco-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-25
25/05/2026,Công Ty TNHH Dịch Vụ Thương Mại Tổng Hợp An Thịnh,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB,Ổn định,,https://saigonratings.com/gsxh6t-an_thinh-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-25
21/05/2026,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM (CII),Hạ tầng kỹ thuật,,Giám sát Xếp hạng,Tổ chức phát hành,,vnAA-,Ổn định,,https://saigonratings.com/gsxh-cii-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-21
21/05/2026,Công ty TNHH Liên doanh Đầu tư Xây dựng Tam Trinh,Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBB-,Ổn định,,https://saigonratings.com/gsxh6t-tam_trinh-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-21
19/05/2026,Công ty TNHH Lạc Việt Quy Nhơn,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnBBB+,Ổn định,LVC12601,https://saigonratings.com/xhtntp-lvc12601-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-19
18/05/2026,Công ty Cổ phần Thương mại và Dịch vụ Quốc tế Thiso,Bán lẻ,,Giám sát Xếp hạng,Tổ chức phát hành,,vnA-,Ổn định,,https://saigonratings.com/gsxh6t-thiso-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-18
12/05/2026,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Phát triển Bất động sản,,Xếp hạng lần đầu,Công cụ nợ,,vnA,Ổn định,TSO12602,https://saigonratings.com/xhtntp-tso12602-2026/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2026-05-12
